TV,Digital,Sponsorship,Content Marketing,Online marketing, Affiliates,SEM,Radio,Other
0.02802579194149826,64.22277638975777,53.84784522958904,2.6111015885988354e-05,6.6909107718622955,3.774995044837409,37.126971122143125,0.04340198432885296,0.7954808021858908
0.030830707203380586,72.7696076563012,60.92497752226718,2.971954158474384e-05,7.597494548217912,4.27925971508286,42.03847511367048,0.043417385045079956,0.7957630697892922
0.02991212235058047,70.0033788517341,58.6361569788649,6.341703372720032e-05,7.303450270784334,4.115922890758075,40.44905630765537,0.04341284711169831,0.7956798975808452
0.02746912834863867,62.491036345410244,52.41206238997839,5.643335569157296e-05,6.50790614032327,3.6729661122908337,36.13161659191549,0.04339830891052011,0.7954134383368111
0.026177248970574673,58.42676409550298,49.03993595681696,2.3733567895202995e-05,6.079260147984,3.433685202299872,33.79525627659769,0.04338877292904526,0.7952386608396005
0.027724713433302774,63.28762276802856,53.072572582912166,2.5723748293850377e-05,6.59205730025533,3.7198918332983895,36.589470746471726,0.04340002614966746,0.795444912261192
0.09342174025984273,196.17083392474302,159.7246167882403,9.471266319859998e-05,21.760923962390333,11.767464185890224,96.7108143818963,0.011216489634971481,0.20557820824347228
0.06745221827740784,160.14615900667076,131.6923329896725,6.591418327544e-05,17.231710846807022,9.491111131476314,79.052870156347,0.011217359005560638,0.20559414225258177
0.07364538288380672,170.56113347041247,139.94572701311424,7.278174388796001e-05,18.480594489098532,10.136214716649759,84.17209255213325,0.011217465778473799,0.20559609920924893
0.029430260500365683,68.53958568396789,57.42427989873952,2.7917730678467144e-05,7.148092629026091,4.029538885753404,39.607882968398634,0.04341028336450934,0.7956329086769512
0.0291564361331485,67.70379220458281,56.73216507905471,6.125657490617391e-05,7.059467731333332,3.980234381822453,39.12759887938601,0.04340876557422745,0.7956050902937674
0.03115123568651866,73.72729686396009,61.71703426286289,6.69599225901539e-05,7.699444231797081,4.335841137065418,42.58872701497183,0.04341886906354101,0.7957902691953554
0.029019933878381532,67.2861353274164,56.38620925639595,2.7389854052376453e-05,7.015195666990404,3.9555975349401216,38.88755926621164,0.04340799172415803,0.7955909070050651
0.027274655574957115,61.88330976027232,51.90801878509616,2.514488370047355e-05,6.4437318362164895,3.6371691897261282,35.78227202923056,0.043396967072498224,0.7953888448440426
0.037422861540202156,92.28782175635472,76.53424541759229,3.820340666536724e-05,9.62656038460436,5.400264595266448,52.905555866312746,0.012611700257741325,0.23114992535690876
